일시,위도(null),경도(null),강도(null),낙뢰 강도 극성 구분(null)
2019-11-02 08:01:16.180,36.5519,130.7850,-9.3,대지방전
2019-11-03 00:29:24.912,40.0864,131.8480,-51.1,대지방전
2019-11-03 00:29:24.916,39.9647,131.6590,127.8,대지방전
2019-11-03 00:40:21.435,39.3323,130.7630,33.0,대지방전
2019-11-03 01:02:01.559,39.3255,130.7960,-37.8,대지방전
2019-11-03 01:06:30.036,39.7117,131.4360,-30.4,대지방전
2019-11-03 01:22:45.772,39.7985,131.6020,92.7,대지방전
2019-11-03 01:25:50.337,36.9625,128.9320,5.0,대지방전
2019-11-03 01:25:50.343,39.7906,131.6040,177.0,대지방전
2019-11-03 01:32:32.114,39.8224,131.6050,94.1,대지방전
2019-11-03 01:38:06.571,39.8525,131.6800,78.9,대지방전
2019-11-03 01:39:41.399,39.3445,130.9940,-61.6,대지방전
2019-11-03 01:39:41.410,39.3505,130.9530,128.3,대지방전
2019-11-03 01:47:07.520,39.3128,131.0140,-55.3,대지방전
2019-11-03 01:51:46.983,36.9191,122.2870,-22.5,대지방전
2019-11-03 02:15:34.364,39.0444,130.5640,-20.0,대지방전
2019-11-03 02:16:53.625,39.0993,130.6060,-27.0,대지방전
2019-11-03 02:18:33.514,39.1114,130.6140,-16.3,대지방전
2019-11-03 02:18:33.514,39.1199,130.6270,-30.3,대지방전
2019-11-03 02:24:08.462,39.1297,130.6390,-64.6,대지방전
2019-11-03 02:40:02.354,39.0930,130.7570,16.8,대지방전
2019-11-03 03:09:43.556,39.1512,131.2040,42.1,구름방전
2019-11-03 03:21:16.702,39.1020,131.1870,-30.9,대지방전
2019-11-03 03:21:16.704,39.1411,131.2180,-43.2,대지방전
2019-11-03 04:05:33.826,39.0842,127.8760,-14.5,대지방전
2019-11-03 04:06:25.152,39.0662,127.8820,-18.2,구름방전
2019-11-03 04:07:27.762,39.0842,127.8720,-15.2,대지방전
2019-11-03 04:08:44.583,39.0608,127.8650,-24.8,대지방전
2019-11-03 04:14:42.364,39.0465,127.8880,-37.5,대지방전
