일시,위도(null),경도(null),강도(null),낙뢰 강도 극성 구분(null)
09:57.6,37.926,125.918,-23.8,대지방전
11:06.4,38.0275,125.484,-21.7,대지방전
11:55.4,37.9243,125.932,-40.7,대지방전
11:55.4,37.8578,126.017,-101,대지방전
11:55.5,37.9326,125.939,-116.5,대지방전
11:55.5,37.9404,125.933,-17.7,대지방전
11:55.6,37.9395,125.925,-25.5,대지방전
12:16.2,38.0137,125.571,-66,대지방전
13:03.3,37.9282,126.019,10.9,대지방전
14:29.3,37.9943,125.556,-89.4,대지방전
14:29.4,38.023,125.528,-28.5,대지방전
14:56.5,37.9418,126.128,-38.1,대지방전
14:56.5,37.943,126.14,-19.2,대지방전
15:12.3,37.9143,125.999,-108.2,대지방전
15:12.4,37.9306,125.954,-47,대지방전
15:23.9,37.9407,125.784,-26,대지방전
16:21.7,37.8763,125.638,24.1,대지방전
16:21.7,38.0445,125.611,17.3,구름방전
16:48.2,37.9631,126.007,-20.5,대지방전
16:48.2,37.7665,126.199,11.5,대지방전
