일시,위도(null),경도(null),강도(null),낙뢰 강도 극성 구분(null)
2019-10-01 01:20:27.276,41.0028,128.9350,-43.0,대지방전
2019-10-01 03:07:48.561,33.2480,126.4800,-43.9,대지방전
2019-10-01 03:11:20.757,33.1930,126.4480,-100.4,대지방전
2019-10-01 03:15:27.242,33.2458,126.4870,-164.5,구름방전
2019-10-01 03:16:57.229,33.2643,126.4790,-91.1,대지방전
2019-10-01 03:21:49.498,33.1762,126.3300,-18.6,대지방전
2019-10-01 03:22:42.225,33.2370,126.4480,-85.2,대지방전
2019-10-01 03:22:42.259,33.3132,126.4710,-19.6,대지방전
2019-10-01 03:23:33.789,33.2413,126.4480,-33.1,대지방전
2019-10-01 03:24:00.623,33.2346,126.4420,-56.4,대지방전
2019-10-01 03:24:35.092,33.2918,126.4710,-45.3,대지방전
2019-10-01 03:25:47.488,33.2189,126.3780,-70.8,대지방전
2019-10-01 03:29:56.775,33.2293,126.4190,-55.3,대지방전
2019-10-01 03:30:55.578,33.3220,126.4650,-47.4,대지방전
2019-10-01 03:32:53.105,33.2981,126.4410,-16.8,대지방전
2019-10-01 03:32:53.314,33.3515,126.4590,-21.5,대지방전
2019-10-01 03:32:54.162,33.3776,126.5470,25.7,구름방전
2019-10-01 03:34:32.276,33.4707,126.3890,27.7,대지방전
2019-10-01 03:35:39.936,33.2614,126.3670,-20.5,대지방전
2019-10-01 03:36:45.582,33.8351,126.5290,-24.9,대지방전
2019-10-01 03:38:19.547,33.0264,126.3240,-59.5,대지방전
2019-10-01 03:39:09.975,33.3450,126.4200,-23.8,대지방전
2019-10-01 03:40:48.051,33.3438,126.4130,-33.3,대지방전
2019-10-01 03:40:48.086,33.3420,126.4100,-21.6,대지방전
2019-10-01 03:41:31.861,33.3515,126.4250,-51.2,대지방전
2019-10-01 03:42:17.342,33.3461,126.4060,-23.6,대지방전
2019-10-01 03:42:53.035,34.7308,127.4520,8.5,구름방전
2019-10-01 03:43:46.817,33.2727,126.3840,-39.6,대지방전
2019-10-01 03:44:10.702,33.2872,126.3850,-44.3,대지방전
2019-10-01 03:44:51.334,33.2808,126.3800,-38.1,대지방전
2019-10-01 03:45:05.401,34.7347,127.4420,-67.9,대지방전
2019-10-01 03:45:37.715,33.3074,126.3700,-52.1,구름방전
2019-10-01 03:46:46.582,33.3242,126.3990,-30.2,대지방전
2019-10-01 03:46:46.736,33.3215,126.3940,-29.8,대지방전
2019-10-01 03:46:46.913,33.1924,126.3600,-29.4,대지방전
2019-10-01 03:47:16.849,34.7202,127.4720,-25.5,구름방전
2019-10-01 03:47:48.421,33.2823,126.3870,-36.1,대지방전
2019-10-01 03:48:12.507,33.3270,126.3940,-22.6,대지방전
2019-10-01 03:48:12.602,33.3279,126.3910,-43.3,대지방전
2019-10-01 03:48:16.763,33.2958,126.3910,-51.0,대지방전
2019-10-01 03:49:03.335,33.3824,126.4990,-43.4,대지방전
2019-10-01 03:50:04.569,33.3422,126.4500,-38.0,대지방전
2019-10-01 03:50:04.620,33.3792,126.4640,-48.3,대지방전
2019-10-01 03:50:04.681,33.3702,126.4620,-43.5,대지방전
2019-10-01 03:50:04.849,33.3385,126.4560,-47.5,대지방전
2019-10-01 03:50:04.919,33.3815,126.4660,-25.7,대지방전
2019-10-01 03:50:28.578,33.3654,126.4080,-27.6,대지방전
2019-10-01 03:50:35.123,33.3508,126.3860,-32.7,대지방전
2019-10-01 03:50:35.262,33.3502,126.3890,-30.1,대지방전
2019-10-01 03:51:09.833,34.7483,127.5100,31.7,대지방전
2019-10-01 03:51:09.834,34.7462,127.5170,15.7,구름방전
2019-10-01 03:51:43.950,33.3584,126.3910,-39.4,대지방전
2019-10-01 03:51:59.307,33.3184,126.4410,-15.8,구름방전
2019-10-01 03:51:59.404,33.3253,126.4400,-27.1,대지방전
2019-10-01 03:52:14.397,33.4233,126.3860,-30.8,대지방전
2019-10-01 03:52:33.673,33.3751,126.3970,-35.6,대지방전
2019-10-01 03:52:54.146,33.3495,126.3950,-38.8,구름방전
2019-10-01 03:53:00.949,33.3517,126.3930,-20.9,구름방전
2019-10-01 03:53:03.186,33.3443,126.4110,-19.4,대지방전
2019-10-01 03:53:03.317,33.3423,126.4110,-31.3,대지방전
2019-10-01 03:53:05.484,33.3802,126.4280,34.2,대지방전
2019-10-01 03:53:35.447,33.4641,126.4830,25.6,대지방전
2019-10-01 03:53:37.698,33.3575,126.4160,-19.7,대지방전
2019-10-01 03:53:50.468,33.3568,126.4170,-27.3,대지방전
2019-10-01 03:54:14.630,33.3328,126.4220,-17.5,대지방전
2019-10-01 03:55:09.252,33.3888,126.3970,-41.5,대지방전
2019-10-01 03:56:29.608,33.3604,126.4190,-24.9,대지방전
2019-10-01 03:56:30.226,33.3633,126.4240,-18.1,대지방전
2019-10-01 03:57:25.351,33.3877,126.4080,-36.7,대지방전
2019-10-01 03:57:54.146,34.7717,127.5250,-52.9,대지방전
2019-10-01 03:59:03.663,33.3357,126.4210,-33.7,대지방전
2019-10-01 03:59:03.744,33.3485,126.3920,-27.9,대지방전
2019-10-01 03:59:03.792,33.3290,126.4070,-35.2,대지방전
2019-10-01 03:59:04.062,33.2988,126.4010,-41.3,대지방전
2019-10-01 03:59:32.193,33.3533,126.4020,-33.5,대지방전
2019-10-01 03:59:39.335,33.3186,126.4160,-28.2,대지방전
2019-10-01 03:59:44.057,33.4424,126.4820,-41.6,대지방전
2019-10-01 03:59:53.723,33.7697,122.6310,-81.9,대지방전
2019-10-01 03:59:57.473,33.2295,126.4530,-22.3,대지방전
2019-10-01 04:00:14.240,33.3328,126.3900,-13.8,대지방전
2019-10-01 04:01:41.676,33.3185,126.3720,-33.1,대지방전
2019-10-01 04:01:41.879,33.3201,126.3680,-24.4,대지방전
2019-10-01 04:01:51.799,33.3350,126.3830,-36.6,대지방전
2019-10-01 04:01:51.899,33.2491,126.3450,-31.6,대지방전
2019-10-01 04:03:16.268,33.3539,126.4030,-22.9,대지방전
2019-10-01 04:04:17.071,33.4432,126.4000,-20.4,대지방전
2019-10-01 04:04:22.611,33.3496,126.4230,-22.9,구름방전
2019-10-01 04:04:22.710,33.3577,126.4190,-26.8,대지방전
2019-10-01 04:04:23.232,34.7797,127.5260,41.5,대지방전
2019-10-01 04:05:11.708,33.3289,126.3830,-31.4,대지방전
2019-10-01 04:05:12.007,33.3299,126.3830,-25.5,대지방전
2019-10-01 04:05:19.308,33.3657,126.3960,-49.2,대지방전
2019-10-01 04:05:53.553,33.3879,126.4040,-16.8,구름방전
2019-10-01 04:06:37.529,33.3500,126.4170,-29.9,대지방전
2019-10-01 04:06:37.630,33.3452,126.4110,-22.4,대지방전
2019-10-01 04:07:32.081,33.3582,126.4140,-30.2,대지방전
2019-10-01 04:09:03.527,33.3500,126.4120,-30.9,대지방전
2019-10-01 04:09:37.591,33.3696,126.4060,48.7,대지방전
2019-10-01 04:09:54.314,33.3721,126.5590,20.2,대지방전
2019-10-01 04:11:21.344,33.3169,126.4180,-50.5,대지방전
