일시,위도(null),경도(null),강도(null),낙뢰 강도 극성 구분(null)
2020-06-01 01:28:59.273,32.7728,126.2280,-48.0,대지방전
2020-06-01 03:21:53.940,34.8046,122.0530,44.2,대지방전
2020-06-01 16:54:18.766,38.3424,130.5470,22.9,대지방전
2020-06-01 21:14:53.013,38.1442,129.1650,-17.7,대지방전
2020-06-01 21:46:55.549,36.5309,123.0150,15.1,대지방전
2020-06-01 22:05:17.516,34.3068,127.0800,9.8,대지방전
2020-06-02 00:27:59.623,36.1940,122.2410,59.9,대지방전
2020-06-02 00:58:35.642,36.0635,122.6730,44.9,대지방전
2020-06-02 01:09:40.627,36.2215,122.6010,49.4,대지방전
2020-06-02 01:17:12.097,36.1552,122.7990,24.5,대지방전
2020-06-02 01:20:36.749,36.2041,122.9500,58.3,대지방전
2020-06-02 02:02:39.512,37.0796,121.6860,41.2,대지방전
2020-06-02 02:03:36.139,37.0641,121.7150,21.6,대지방전
2020-06-02 02:03:44.577,37.0236,121.8480,51.3,대지방전
2020-06-02 02:38:01.046,36.0173,123.4530,39.8,대지방전
2020-06-02 02:42:34.244,36.8493,122.6530,39.2,대지방전
2020-06-02 02:46:38.386,36.6513,121.7480,56.4,대지방전
2020-06-02 02:50:11.914,36.0671,123.5310,37.6,대지방전
2020-06-02 02:55:09.322,36.9074,122.5130,19.3,대지방전
2020-06-02 03:01:21.497,36.9466,122.5390,39.6,대지방전
2020-06-02 03:07:11.025,36.8986,122.4090,40.8,대지방전
2020-06-02 03:07:16.944,37.1081,122.1940,102.2,대지방전
2020-06-02 03:08:05.174,37.0532,122.2180,43.9,대지방전
2020-06-02 03:15:46.277,37.1048,123.0310,-14.6,대지방전
2020-06-02 03:45:44.683,35.6857,124.3720,-11.4,대지방전
2020-06-02 03:52:57.912,36.6193,121.8750,-32.3,대지방전
2020-06-02 03:59:55.596,36.9285,123.0420,19.0,대지방전
2020-06-02 04:07:45.583,35.8545,123.6930,-10.7,대지방전
2020-06-02 04:16:41.008,36.9700,123.1930,39.5,대지방전
2020-06-02 04:25:25.235,36.6817,122.9950,49.6,대지방전
2020-06-02 04:25:25.967,36.5731,123.0490,-31.5,대지방전
2020-06-02 04:29:48.991,36.8992,123.4020,35.8,대지방전
2020-06-02 04:30:30.549,35.9896,122.6860,75.1,대지방전
2020-06-02 04:30:46.876,36.0343,122.5350,-44.8,대지방전
2020-06-02 04:36:22.743,36.5801,122.6480,-35.0,대지방전
2020-06-02 04:38:58.380,36.4299,122.6510,22.0,대지방전
2020-06-02 04:45:52.733,36.5213,122.7870,42.9,대지방전
2020-06-02 04:51:30.055,36.7174,123.4900,-43.5,대지방전
2020-06-02 04:52:04.559,36.9138,123.7210,17.7,대지방전
2020-06-02 04:52:26.157,36.2900,122.6190,40.6,대지방전
2020-06-02 04:52:47.027,36.9090,123.9370,22.9,대지방전
2020-06-02 04:53:10.285,36.8613,123.7990,36.7,대지방전
2020-06-02 04:53:16.868,40.1625,121.9140,128.9,대지방전
2020-06-02 04:55:03.150,36.1755,122.7340,20.2,대지방전
2020-06-02 04:55:03.626,35.7851,119.0120,-71.7,대지방전
2020-06-02 04:56:18.784,36.0920,122.6830,-36.9,대지방전
2020-06-02 04:56:43.022,36.4750,122.8420,20.4,대지방전
2020-06-02 05:02:55.465,40.4311,121.7120,86.9,대지방전
2020-06-02 05:05:26.393,36.1381,122.4650,-35.4,대지방전
2020-06-02 05:09:22.772,36.7956,124.0270,34.8,대지방전
2020-06-02 05:09:22.791,36.7969,124.0250,36.6,대지방전
2020-06-02 05:09:23.542,36.9320,123.9490,9.3,대지방전
2020-06-02 05:11:08.482,35.7878,121.1850,-20.3,대지방전
2020-06-02 05:12:59.783,36.8608,123.9930,27.8,대지방전
2020-06-02 05:13:40.359,36.7718,123.3080,31.1,대지방전
2020-06-02 05:14:54.553,36.6885,123.8930,26.7,대지방전
2020-06-02 05:15:12.151,37.2153,123.9710,-20.3,대지방전
2020-06-02 05:18:20.842,36.6184,123.3180,15.2,대지방전
2020-06-02 05:20:49.641,36.8564,123.8690,28.1,대지방전
2020-06-02 05:21:20.308,36.7707,124.1290,21.2,대지방전
2020-06-02 05:21:24.855,36.6557,123.2030,-17.0,대지방전
2020-06-02 05:22:44.929,36.8216,124.2950,50.2,대지방전
2020-06-02 05:23:36.461,36.7165,123.2120,48.3,대지방전
2020-06-02 05:23:36.714,37.0113,123.3110,71.8,대지방전
2020-06-02 05:23:36.813,37.1369,123.1710,34.4,대지방전
2020-06-02 05:26:34.921,36.0632,122.4730,-27.7,대지방전
2020-06-02 05:30:08.218,36.8200,124.3420,100.0,대지방전
2020-06-02 05:33:29.135,36.5824,122.8880,43.2,대지방전
2020-06-02 05:34:34.816,36.8341,124.3960,83.3,대지방전
2020-06-02 05:35:35.058,36.3229,123.7700,-22.8,대지방전
2020-06-02 05:35:35.487,36.3205,123.7830,-34.8,대지방전
2020-06-02 05:36:13.029,40.6173,121.5060,79.4,대지방전
2020-06-02 05:36:43.534,36.7420,124.3890,64.1,대지방전
2020-06-02 05:38:31.201,36.1252,122.6490,-40.1,대지방전
2020-06-02 05:40:07.606,36.7438,124.4440,-45.1,대지방전
2020-06-02 05:40:07.712,36.7398,124.4460,26.4,대지방전
2020-06-02 05:41:37.875,40.4379,122.5970,107.4,대지방전
2020-06-02 05:42:37.667,36.6862,124.5210,51.8,대지방전
2020-06-02 05:44:09.359,35.7500,121.4450,-25.3,대지방전
2020-06-02 05:44:45.330,35.9666,122.8670,-52.2,대지방전
2020-06-02 05:45:22.061,36.7884,124.6130,51.0,대지방전
2020-06-02 05:49:54.383,35.7803,121.4990,37.8,대지방전
2020-06-02 05:50:33.179,36.1345,122.8180,-42.6,대지방전
2020-06-02 05:51:07.996,36.2338,123.1860,23.1,구름방전
2020-06-02 05:52:50.199,36.6765,124.5500,75.9,대지방전
2020-06-02 05:53:36.234,40.5660,122.5250,40.8,대지방전
2020-06-02 05:54:57.723,41.4625,121.5120,64.6,대지방전
2020-06-02 05:58:10.999,40.7667,122.8410,73.1,대지방전
