일시,위도(null),경도(null),강도(null),낙뢰 강도 극성 구분(null)
2020-04-01 00:54:45.847,31.7024,125.9800,-46.1,대지방전
2020-04-01 01:55:04.556,31.2448,126.6170,63.2,대지방전
2020-04-01 02:09:59.089,31.3710,126.8560,-29.2,대지방전
2020-04-01 02:27:52.407,31.5785,127.1920,-30.6,구름방전
2020-04-01 02:27:52.464,31.5524,127.2530,65.5,대지방전
2020-04-01 05:22:28.810,30.7911,128.2130,25.8,대지방전
2020-04-01 05:41:35.891,31.1053,128.4920,-58.3,대지방전
2020-04-01 06:03:38.769,31.1750,128.8470,57.9,대지방전
2020-04-01 06:27:42.518,31.2144,129.2250,-19.5,대지방전
2020-04-01 16:19:42.087,33.2947,135.2820,-100.0,대지방전
2020-04-01 16:28:31.241,33.2454,134.9170,-67.4,대지방전
2020-04-01 16:33:11.002,33.4555,135.4880,-68.8,대지방전
2020-04-01 17:12:23.326,33.1968,135.3150,-76.4,대지방전
2020-04-01 18:36:17.190,37.4049,128.6380,-5.2,대지방전
2020-04-01 18:37:52.983,37.4041,128.6400,-5.4,대지방전
2020-04-01 18:56:03.590,37.4254,128.6220,19.7,대지방전
2020-04-01 19:08:53.257,37.4056,128.6420,-15.7,대지방전
2020-04-01 21:37:59.690,36.5590,129.2530,-5.7,대지방전
2020-04-01 23:29:20.827,34.4080,126.6980,-6.2,대지방전
2020-04-02 03:05:54.809,36.1870,127.8340,-5.5,대지방전
2020-04-02 05:08:53.709,37.5975,132.1560,-30.4,대지방전
2020-04-02 21:16:44.152,35.9682,124.8670,-7.9,대지방전
2020-04-04 13:40:48.844,36.9406,129.3700,7.7,대지방전
2020-04-05 02:21:01.007,34.6389,130.9800,17.9,대지방전
2020-04-08 00:13:05.345,35.6473,128.2860,7.8,대지방전
2020-04-08 01:10:23.277,35.7110,123.5800,12.3,대지방전
2020-04-08 03:40:52.166,36.6646,133.1780,29.2,대지방전
2020-04-08 03:43:06.442,36.6620,133.2690,45.8,대지방전
2020-04-08 03:46:30.957,36.6973,133.3150,68.0,대지방전
2020-04-08 04:20:09.944,36.5099,133.1480,-20.5,대지방전
2020-04-08 04:24:36.179,36.7734,133.6700,85.2,대지방전
2020-04-08 04:47:25.210,36.7388,133.9160,66.2,대지방전
